ID No.,Nickname,PCE,Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES
99,PBDTFQ-T,5.3,0.84,9.18,0.67,270.0,101.0 ,2.67 ,1291,6.0,4.23,1.77,CC(S1)=CC2=C1C(CC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=C4N=C(C7=CC=C(OCCCCCCCC)C=C7)C(C8=CC=C(OCCCCCCCC)C=C8)=N6)S3)S9)C9=C2CC(CCCCCC)CCCC
100,PBDTFQ-TT,5.29,0.82,10.87,0.59,42.0,15.0 ,2.80 ,1403,5.9,4.23,1.71,CC(S1)=CC2=C1C(CC(CCCC)CCCCCC)=C(C=C(C3=CC4=C(C=C(C5=C(F)C(F)=C(C6=CC7=C(C=C(C)S7)S6)C8=C5N=C(C9=CC=C(OCCCCCCCC)C=C9)C(C%10=CC=C(OCCCCCCCC)C=C%10)=N8)S4)S3)S%11)C%11=C2CC(CCCCCC)CCCC
101,P1,3.3,0.81,6.11,0.67,8.5,5.3 ,1.60 ,1233,5.39,3.52,1.84,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=CC=C(C4=CC=C(C)S4)S3)SC(C5=CC=C(S5)C6=CC=C(C7=CC8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CCCC)CC)=C8S7)S6)=C21)=O
102,P2,5.55,0.88,9.3,0.68,88.8,42.3 ,2.10 ,1181,5.47,3.4,1.82,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=CC(SC(C)=C4)=C4S3)SC(C5=CC(S6)=C(S5)C=C6C7=CC8=C(OCC(CCCC)CC)C9=C(C=C(C)S9)C(OCC(CCCC)CC)=C8S7)=C21)=O
104,P4,7.71,0.86,13.7,0.66,51.0,23.2 ,2.20 ,1482,5.38,3.47,1.85,O=C1N(CC(CCCCCCCCCC)CCCCCCCC)C(C2=C(C3=CC(SC(C)=C4CCCCCC)=C4S3)SC(C5=CC6=C(S5)C(CCCCCC)=C(C7=CC8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C(C=C(C)S%10)C(C%11=CC=C(CC(CCCC)CC)S%11)=C8S7)S6)=C21)=O
105,PTB1,4.76,0.58,12.5,0.654,22.9,18.3 ,1.25 ,824,4.9,3.2,1.58,CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCCCCCCCCCCCC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC
106,PTB2,5.1,0.6,12.8,0.663,23.2,16.8 ,1.38 ,768,4.94,3.22,1.59,CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC
107,PTB5,3.02,0.68,10.3,0.431,22.7,16.1 ,1.41 ,768,5.01,3.24,1.62,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(OCCCCCCCC)=O)S4)=C(C)S3)S5)C5=C2OCC(CCCC)CC
108,PTB6,2.26,0.62,7.74,0.47,25.0,16.7 ,1.50 ,824,5.01,3.17,1.61,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C=C(C(OCC(CCCCCC)CCCC)=O)S4)=C(C)S3)S5)C5=C2OCC(CCCC)CC
111,PBDT-TS2,8.37,0.81,16.52,0.623,28.4,16.7 ,1.70 ,982,5.29,3.7,1.59,CC(S1)=CC2=C1C(C3=CC=C(SCC(CCCC)CC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCC(CC)CCCC)S7
112,PBDT-TS3,7.36,0.81,16.22,0.56,218.4,70.0 ,3.12 ,1038,5.29,3.68,1.61,CC(S1)=CC2=C1C(C3=CC=C(SCCC(C)CCCC(C)C)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCC(C)CCCC(C)C)S7
113,PBDTTPD-P1,3.9,0.87,8.1,0.56,105.0,42.0 ,2.50 ,737,5.48,3.73,1.75,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CC(CCCC)CC)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC
115,PBDTTPD-P3,6.6,0.85,11.5,0.68,94.5,35.0 ,2.70 ,737,5.4,3.67,1.73,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)S5)C5=C2OCC(CCCC)CC
116,PBDT-T8-TPD,6.17,1.0,9.79,0.63,79.8,37.2 ,2.14 ,869,5.61,3.76,1.85,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CC(CC)CCCC)S7
117,PBDT-T10-TPD,4.51,0.92,8.92,0.55,66.5,36.8 ,1.81 ,925,5.47,3.67,1.8,CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCC)S7
118,PBDT-T12-TPD,4.5,0.95,8.94,0.532,78.5,49.9 ,1.57 ,981,5.56,3.74,1.82,CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C5C(C(N(CCCCCCCC)C5=O)=O)=C(C)S4)S6)C6=C2C7=CC=C(CCCCCCCCCCCC)S7
119,PBDTDTBT-p,3.48,0.67,9.63,0.54,53.2,28.0 ,1.90 ,1128,5.09,3.45,1.64,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9
120,PBDTDTBT-o,5.76,0.75,11.82,0.65,42.5,25.0 ,1.70 ,1128,5.11,3.43,1.68,CC(S1)=CC2=C1C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC(CCCCCCCC)=C(CCCCCCCC)S9
121,PBDTDTBT-m,5.16,0.9,10.81,0.53,32.4,18.0 ,1.80 ,1128,5.31,3.56,1.75,CC(S1)=CC2=C1C(C3=C(CCCCCCCC)C=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(CCCCCCCC)C=C(CCCCCCCC)S9
122,PTB4,5.9,0.74,13.0,0.614,19.3,14.6 ,1.32 ,786,5.12,3.31,1.63,CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC
123,PTBF0,5.1,0.58,14.1,0.624,23.2,16.8 ,1.38 ,768,4.94,3.22,1.59,CC(S1)=CC2=C1C(OCCCCCCCC)=C(C=C(C3=C4C(C=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCCCCCCCC
124,PTBF1,6.2,0.74,14.0,0.603,97.5,46.4 ,2.10 ,786,5.15,3.31,1.68,CC(S1)=CC2=C1C(OCC(CC)CCCC)=C(C=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC
126,PTBF3,2.7,0.75,9.1,0.394,78.4,30.0 ,2.61 ,822,5.48,3.59,1.73,CC(S1)=C(F)C2=C1C(OCC(CC)CCCC)=C(C(F)=C(C3=C4C(C(F)=C(C(OCC(CCCC)CC)=O)S4)=C(C)S3)S5)C5=C2OCC(CC)CCCC
127,PBT-0F,4.4,0.56,12.2,0.667,61.0,18.3 ,3.33 ,1204,4.9,3.29,1.61,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9
128,PBT-1F,5.4,0.6,14.3,0.657,129.0,44.1 ,2.92 ,1194,4.95,3.29,1.65,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C(F)=C(C(OCC(CCCCCC)CCCCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9
129,PBT-2F,7.1,0.74,14.4,0.677,31.8,12.9 ,2.46 ,1212,5.15,3.29,1.64,CC(S1)=CC2=C1C(C3=CC(F)=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C6C(C=C(C(OCC(CCCCCCCC)CCCCCC)=O)S6)=C(C7=CC=C(C)S7)S5)S4)S8)C8=C2C9=CC(F)=C(CC(CCCC)CC)S9
132,PBnDT-FTAZ,6.81,0.79,11.83,0.729,99.6,42.2 ,2.36 ,1068,5.36,3.05,2.0,CC(S1)=CC2=C1C(CCC(CCCCCC)CCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC
133,PBDFDTBT,5.01,0.78,11.77,0.546,10.1,6.3 ,1.60 ,965,5.1,3.5,1.6,CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC
134,PBDFDODTBT,4.45,0.69,9.87,0.653,14.0,7.0 ,2.00 ,997,5.11,3.38,1.73,CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC
135,PBDFDTBTz,1.24,0.44,4.92,0.575,18.2,9.6 ,1.90 ,835,4.99,3.06,1.93,CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(CCCCCCCC)N=C64)S3)O7)C7=C2OCC(CCCC)CC
136,PBDFDTBO,2.88,0.82,5.04,0.7,32.4,27.0 ,1.20 ,981,5.19,3.49,1.7,CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)O7)C7=C2OCC(CCCC)CC
138,PBDTF-BT,2.88,0.85,8.41,0.403,22.8,7.6 ,3.00 ,1040,5.24,3.54,1.7,CC(S1)=CC2=C1C(C3=CC=C(CCCCCC)O3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCC)O9
139,PBDFT-BT,4.42,0.73,9.94,0.609,11.6,4.0 ,2.90 ,1040,5.08,3.4,1.68,CC(O1)=CC2=C1C(C3=CC=C(CCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CCCCCC)S9
140,PBDFF-BT,2.6,0.8,5.84,0.556,13.0,5.2 ,2.50 ,1008,5.11,3.5,1.61,CC(O1)=CC2=C1C(C3=CC=C(CCCCCC)O3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CCCCCC)O9
141,PBDFFBT,3.3,0.62,9.17,0.584,6.5,5.4 ,1.20 ,1095,5.33,3.73,1.6,CC(O1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=C(CCCCCCCCCCCC)C=C(C4=CC(F)=C(C5=CC(CCCCCCCCCCCC)=C(C)S5)C6=NSN=C64)S3)O7)C7=C2OCC(CCCC)CC
143,PBDTBO,5.7,0.86,10.4,0.644,254.2,62.0 ,4.10 ,1012,5.27,3.53,1.74,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NON=C64)S3)S7)C7=C2OCC(CCCC)CC
144,PBDTDTBTz,1.7,0.61,4.5,0.62,18.6,9.3 ,2.00 ,867,5.06,3.11,1.95,CC(S1)=CC2=C1C(OCC(CCCC)CC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NN(CCCCCCCC)N=C64)S3)S7)C7=C2OCC(CCCC)CC
145,PBDTTDTBO,5.9,0.84,11.45,0.613,70.2,41.3 ,1.70 ,1113,5.25,3.56,1.69,CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9
146,PBDTTDTBT,4.94,0.75,10.29,0.64,25.1,16.7 ,1.50 ,1129,5.15,3.49,1.66,CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9
147,PBDTTDTBTz,3.1,0.54,9.47,0.606,10.5,3.4 ,3.10 ,967,4.92,3.14,1.78,CC(O1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NN(CCCCCCCC)N=C75)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9
148,PBDT?DTBSe,5.18,0.6,13.58,0.64,42.2,20.1 ,2.10 ,1157,5.18,3.63,1.55,CC(S1)=CC2=C1C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=N[Se]N=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC
149,PBDT?DTBT,5.01,0.72,11.16,0.62,46.2,22.0 ,2.10 ,1109,5.26,3.54,1.72,CC(S1)=CC2=C1C(OCC(CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC=C(C4=CC=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OCC(CCCCCCCCCC)CCCCCCCC
150,PBDT-T-FBSe,5.0,0.78,11.8,0.54,59.1,27.6 ,2.14 ,1419,5.19,3.59,1.6,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(F)C=C(C6=CC=C(C)S6)C7=N[Se]N=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)S9
151,PIDT-T-FBSe,4.84,0.75,14.07,0.459,57.1,32.6 ,1.75 ,1129,5.41,3.85,1.56,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CN=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9
152,PBPT-12,5.11,0.75,12.56,0.542,63.9,22.2 ,2.88 ,1242,5.44,3.91,1.53,CC(S1)=CC2=C1C(C3=CC=C(CCCCCCCCCCCC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CN=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CCCCCCCCCCCC)S9
153,PBDTTBT,5.66,0.92,10.7,0.575,49.3,27.4 ,1.80 ,1128,5.31,3.56,1.75,CC(S1)=CC2=C1C(C3=C(CCCCCCCC)C=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=C(CCCCCCCC)C=C(CCCCCCCC)S9
154,PBDTP-DTBT,8.07,0.88,12.94,0.709,64.4,32.2 ,2.00 ,1117,5.35,3.65,1.7,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)C=C3)=C(C=C(C4=C(CC(CCCC)CC)C=C(C5=CC=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)C=C9
155,PBDTPO-DTBO,6.2,0.89,11.0,0.64,27.2,17.0 ,1.60 ,1165,5.56,3.91,1.65,CC(S1)=CC2=C1C(C3=CC=C(OCC(CCCC)CC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C9=CC=C(OCC(CC)CCCC)C=C9
156,PBDTPO-DTBT,3.4,0.78,9.3,0.47,25.2,18.0 ,1.40 ,1181,5.46,3.84,1.62,CC(S1)=CC2=C1C(C3=CC=C(OCC(CCCC)CC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(OCC(CC)CCCC)C=C9
159,PBDTPBO,6.4,0.85,11.8,0.64,285.1,64.8 ,4.40 ,1133,5.4,3.62,1.78,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)C=C3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NON=C75)S4)S8)C8=C2C(C=C9)=CC=C9CC(CC)CCCC
161,PTBFTDTBT,6.42,0.78,13.51,0.61,142.9,42.7 ,3.30 ,1144,5.2,3.57,1.63,CC1=CC2=C(C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(C6=CC=C(C)S6)C7=NSN=C57)S4)O8)C8=C2C9=CC=C(CC(CCCC)CC)S9)S1
162,DTffBT,7.16,0.9,12.2,0.621,82.1,39.1 ,2.10 ,1141,5.53,3.8,1.73,CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C(F)=C(C5=CC(C[C@@H](CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CC[C@H](CCCCCC)CCCC
163,DTBT,4.53,0.78,11.7,0.476,104.8,52.4 ,2.00 ,1105,5.42,3.77,1.65,CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=CC=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CCC(CCCCCC)CCCC
164,DTfBT,5.22,0.85,11.5,0.522,74.7,39.3 ,1.90 ,1123,5.48,3.81,1.67,CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=C(CC(CC)CCCC)C=C(C4=C(F)C=C(C5=CC(CC(CCCC)CC)=C(C)S5)C6=NSN=C64)S3)S7)C7=C2CCC(CCCCCC)CCCC
166,PTBDTffDTBT,4.8,0.86,12.17,0.46,34.2,18.0 ,1.90 ,996,5.46,3.72,1.74,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CC)S3)=C(C=C(C4=CC=C(C5=C(F)C(F)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CC)S9
167,PTBDTDTBT,1.9,0.68,6.69,0.42,32.6,19.2 ,1.70 ,960,5.29,3.67,1.62,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCC)CC)S3)=C(C=C(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CC)S9
168,PBDT_TEH-DT_H-BTff,4.46,0.68,11.87,0.552,29.0,14.5 ,2.00 ,1164,5.33,3.61,1.72,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9
169,PBDT_TEH-DT_EH-BTff,6.2,0.76,13.17,0.619,33.3,22.2 ,1.50 ,1164,5.34,3.58,1.76,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCC)CC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCC)CC)S9
171,PBnDT-FTAZ,6.81,0.79,11.83,0.729,99.6,42.2 ,2.36 ,1068,5.36,3.36,2.0,CC(S1)=CC2=C1C(CCC(CCCC)CCCCCC)=C(C=C(C3=CC=C(C4=C(F)C(F)=C(C5=CC=C(C)S5)C6=NN(CC(CCCCCC)CCCC)N=C64)S3)S7)C7=C2CCC(CCCC)CCCCCC
173,P(BDT-T-BT),3.72,0.82,9.45,0.48,22.9,10.4 ,2.20 ,1028,5.35,3.53,1.82,CC(S1)=CC2=C1C(OC[C@H](CCCC)CC)=C(C=C(C3=CC=C(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC=C(C)S5)C6=NSN=C64)S3)S7)C7=C2OC[C@H](CCCC)CC
174,P(BDT-TT-BT),4.93,0.69,11.34,0.63,65.6,32.8 ,2.00 ,1477,5.21,3.43,1.78,CC(S1)=CC2=C1C(OC[C@@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC(SC(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC(SC(C)=C6)=C6S5)C7=NSN=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC
175,P(BDT-TT-BO),7.05,0.76,13.87,0.666,59.1,21.1 ,2.80 ,1461,5.31,3.54,1.77,CC(S1)=CC2=C1C(OC[C@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=CC(SC(C4=C(OCCCCCCCC)C(OCCCCCCCC)=C(C5=CC(SC(C)=C6)=C6S5)C7=NON=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC
177,P(BDT-TT-FBT),3.56,0.81,8.0,0.55,47.3,16.9 ,2.80 ,1425,5.37,3.64,1.73,CC(S1)=CC2=C1C(OC[C@@H](CCCCCCCCCC)CCCCCCCC)=C(C=C(C3=C(CCCCCC)C(SC(C4=C(F)C(F)=C(C5=CC(SC(C)=C6CCCCCC)=C6S5)C7=NSN=C74)=C8)=C8S3)S9)C9=C2OC[C@H](CCCCCCCC)CCCCCCCCCC
178,PBDTT?DTTBT,6.03,0.78,12.46,0.62,31.1,14.8 ,2.10 ,1549,5.11,3.46,1.65,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCC)C(SC(C5=CC=C(C6=CC(SC(C)=C7CCCCCCCCCCC)=C7S6)C8=NSN=C85)=C9)=C9S4)S%10)C%10=C2C%11=CC=C(CC(CCCCCCCC)CCCCCC)S%11
179,PBDTT?DTBT,2.34,0.82,5.78,0.495,56.0,20.0 ,2.80 ,1465,5.15,3.52,1.63,CC(S1)=CC2=C1C(C3=CC=C(CC(CCCCCCCC)CCCCCC)S3)=C(C=C(C4=C(CCCCCCCCCCCC)C=C(C5=CC=C(C6=CC(CCCCCCCCCCCC)=C(C)S6)C7=NSN=C75)S4)S8)C8=C2C9=CC=C(CC(CCCCCC)CCCCCCCC)S9
181,PBDT?TTBT,6.3,0.8,11.83,0.666,16.0,6.3 ,2.54 ,1385,5.09,3.36,1.73,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=CC(SC(C5=C(OCC(CCCCCC)CCCC)C(OCC(CCCC)CCCCCC)=C(C6=CC7=C(S6)C=C(C)S7)C8=NSN=C85)=C9)=C9S4)S%10)C%10=C2C%11=CC=C(CC(CC)CCCC)S%11
182,PTzBT-10HD,4.9,0.81,10.2,0.62,60.0,20.0 ,3.00 ,1367,5.21,3.41,1.8,CC1=CC(CCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
183,PTzBT-10OD,3.6,0.84,8.5,0.54,35.0,16.0 ,2.20 ,1479,5.2,3.4,1.8,CC1=CC(CCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
184,PTzBT-12HD,4.6,0.81,10.0,0.6,29.0,24.0 ,1.20 ,1423,5.2,3.4,1.8,CC1=CC(CCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCC)CCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
185,PTzBT-12OD,5.7,0.82,11.3,0.62,65.0,41.0 ,1.60 ,1535,5.21,3.41,1.8,CC1=CC(CCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
187,PTzBT-14OD,4.9,0.82,9.8,0.64,130.0,44.0 ,3.00 ,1591,5.21,3.41,1.8,CC1=CC(CCCCCCCCCCCCCC)=C(C2=NC(SC(C3=C(CCCCCCCCCCCCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
188,PTzBT-EHOD,5.6,0.88,10.3,0.64,1110.0,43.0 ,25.00 ,1423,5.21,3.41,1.8,CC1=CC(CC(CC)CCCC)=C(C2=NC(SC(C3=C(CC(CC)CCCC)C=C(C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(C5=NC(SC(C6=C(CC(CCCCCCCCCC)CCCCCCCC)C=C(C)S6)=N7)=C7S5)S4)S3)=N8)=C8S2)S1
